"TOA5","Coopevega","CR200X","18977","CR200X.Std.04","CVG15062021.CR2","54234","Horarios"
"TIMESTAMP","RECORD","ESTACION","TEMP_C_Avg","RH_Avg","LLUV_mm_Tot","VOLT_BAT_Max","VOLT_BAT_Min","RH_caja_Max","muestreoScan_Tot","Td_Avg","es_Avg","TEMP_C_Std","RH_Std"
"TS","RN","","Deg C","%","mm","Volts","Volts","%","","Deg C","hPa","Deg C","%"
"","","Smp","Avg","Avg","Tot","Max","Min","Max","Tot","Avg","Avg","Std","Std"
"2022-07-11 06:00:00",9373,69739,22.33157,99.90717,1.2,12.69399,12.59662,11.85135,1200,22.26208,26.98744,0.0710345,0.06362434
"2022-07-11 07:00:00",9374,69739,22.44638,99.90543,0.4,12.95254,12.626,11.77656,1200,22.37645,27.17696,0.1362945,0.06800972
"2022-07-11 08:00:00",9375,69739,22.72102,99.68809,0.8,13.13134,12.81991,10.50672,1200,22.61479,27.6335,0.1236043,0.3029389
"2022-07-11 09:00:00",9376,69739,23.26653,98.25785,0.4,13.25306,13.06083,10.1389,1200,22.92036,28.56132,0.1818651,0.6842957
"2022-07-11 10:00:00",9377,69739,24.25764,95.46709,0,13.21277,13.09357,9.453609,1200,23.42763,30.31919,0.3413127,1.536136
"2022-07-11 11:00:00",9378,69739,25.58444,90.71028,0,13.18674,13.05579,8.730165,1200,23.89161,32.81796,0.441539,1.617458
"2022-07-11 12:00:00",9379,69739,27.22803,83.59071,0.2,13.1666,13.04488,8.253974,1200,24.12488,36.17772,0.7793694,4.029473
"2022-07-11 13:00:00",9380,69739,28.61416,78.20743,0,13.14897,13.02893,8.763742,1200,24.37662,39.19665,0.449481,2.128448
"2022-07-11 14:00:00",9381,69739,28.77401,78.73468,0,13.14645,13.02893,9.154463,1200,24.64207,39.55375,0.268789,2.464464
"2022-07-11 15:00:00",9382,69739,28.73684,78.67925,0.2,13.14981,13.0197,10.50367,1200,24.57479,39.49031,0.6713734,4.485002
"2022-07-11 16:00:00",9383,69739,25.04575,96.62999,3.600001,13.12631,12.96177,11.87119,1200,24.40706,31.79126,0.5772364,2.651294
"2022-07-11 17:00:00",9384,69739,24.79294,97.90682,0,13.11036,12.94666,11.40111,1200,24.38209,31.30008,0.1164725,0.3817642
"2022-07-11 18:00:00",9385,69739,24.49138,98.54975,0,13.01298,12.80732,11.35227,1200,24.1907,30.74141,0.119214,0.4313432
"2022-07-11 19:00:00",9386,69739,24.13924,98.13919,0,12.87028,12.75108,11.32022,1200,23.77038,30.09978,0.1001612,0.2444878
"2022-07-11 20:00:00",9387,69739,23.89424,98.49852,0,12.84258,12.72254,11.40111,1200,23.58637,29.66112,0.1554085,0.9760097
"2022-07-11 21:00:00",9388,69739,23.40485,98.05547,0,12.82075,12.71078,11.48505,1200,23.02433,28.79978,0.1167135,0.4463758
"2022-07-11 22:00:00",9389,69739,23.00456,99.47607,0,12.809,12.68812,11.42858,1200,22.86274,28.11203,0.1289134,0.2940555
"2022-07-11 23:00:00",9390,69739,22.69211,99.89975,0,12.78717,12.67721,11.27443,1200,22.62095,27.58493,0.1057221,0.06995368
"2022-07-12 00:00:00",9391,69739,22.46406,99.91039,0,12.76451,12.66461,11.31564,1200,22.39492,27.20564,0.08392618,0.06409656
"2022-07-12 01:00:00",9392,69739,22.30496,99.90444,0,12.74268,12.64111,11.47437,1200,22.23508,26.9439,0.07622348,0.06496838
"2022-07-12 02:00:00",9393,69739,22.33992,99.90681,0,12.72421,12.63775,11.75672,1200,22.27036,27.00113,0.06978752,0.06526158
"2022-07-12 03:00:00",9394,69739,22.42845,99.91344,0,12.70323,12.61425,11.83456,1200,22.35986,27.14673,0.06917777,0.06121752
"2022-07-12 04:00:00",9395,69739,22.39473,99.90029,0.6,12.69148,12.59494,11.93377,1200,22.32402,27.09133,0.08496768,0.06777991
"2022-07-12 05:00:00",9396,69739,22.30593,99.90005,0,12.6898,12.59662,11.9765,1200,22.23534,26.94546,0.0748815,0.06566717
"2022-07-12 06:00:00",9397,69739,22.35325,99.90617,0,12.74856,12.58739,12.11539,1200,22.28356,27.02302,0.07755694,0.0669958
"2022-07-12 07:00:00",9398,69739,22.66294,99.90445,0,12.96513,12.67301,11.98871,1200,22.59263,27.5372,0.1823583,0.06769792
"2022-07-12 08:00:00",9399,69739,23.0874,99.88301,0.2,13.07258,12.82495,10.60288,1200,23.01301,28.25311,0.1183796,0.09392571
"2022-07-12 09:00:00",9400,69739,23.33777,99.33065,2.2,13.04152,12.87531,10.97528,1200,23.17119,28.68335,0.1033822,0.3416411
"2022-07-12 10:00:00",9401,69739,23.28091,98.60067,2.4,12.99116,12.78717,12.16271,1200,22.99247,28.58522,0.1121811,0.418409
"2022-07-12 11:00:00",9402,69739,22.89221,99.48369,4.8,12.87028,12.72169,12.10929,1200,22.75188,27.9219,0.1525747,0.3174099
"2022-07-12 12:00:00",9403,69739,23.28513,97.52623,0.4,13.24551,12.85013,12.06655,1200,22.81393,28.59528,0.27224,1.424452
