"TOA5","Coopevega","CR200X","18977","CR200X.Std.04","CVG15062021.CR2","54234","Diarios"
"TIMESTAMP","RECORD","ESTACION","TEMP_C_Max","TEMP_C_TMx","RH_Max","RH_TMx","TEMP_C_Min","TEMP_C_TMn","RH_Min","RH_TMn","Acum5_Max","Acum10_Max","Acum15_Max","Acum30_Max","LLUV_mm_Tot","Acum60_Max","Acum120_Max"
"TS","RN","","Deg C","Deg C","%","%","Deg C","Deg C","%","%","mm","mm","mm","mm","mm","mm","mm"
"","","Smp","Max","TMx","Max","TMx","Min","TMn","Min","TMn","Max","Max","Max","Max","Tot","Max","Max"
"2022-10-15 07:00:00",486,69739,32.26806,"2022-10-14 13:49:18",100,"2022-10-14 07:00:42",20.48844,"2022-10-15 04:54:24",54.45211,"2022-10-14 13:49:45",0.4,0.4,0.6,1,2.2,1.4,2
"2022-10-16 07:00:00",487,69739,31.54308,"2022-10-15 12:18:27",100,"2022-10-15 07:01:24",21.51255,"2022-10-15 07:00:03",57.94265,"2022-10-15 12:22:09",0.6,0.8,1,1.6,1.6,1.6,1.6
"2022-10-17 07:00:00",488,69739,31.78881,"2022-10-16 12:18:00",100,"2022-10-16 07:00:24",21.35993,"2022-10-17 03:34:33",58.16701,"2022-10-16 12:22:42",5.8,8.600001,10,12.8,13.99999,13.2,13.2
"2022-10-18 07:00:00",489,69739,29.70853,"2022-10-17 14:02:00",100,"2022-10-17 07:00:18",19.96951,"2022-10-18 05:35:27",65.59376,"2022-10-17 14:47:33",0.2,0.2,0.2,0.2,0.2,0.2,0.2
"2022-10-19 07:00:00",490,69739,31.91702,"2022-10-18 12:23:06",100,"2022-10-18 22:39:45",20.75095,"2022-10-19 03:41:54",49.71615,"2022-10-18 12:22:45",0,0,0,0,0,0,0
"2022-10-20 07:00:00",491,69739,33.06323,"2022-10-19 12:27:48",100,"2022-10-19 07:00:12",20.81964,"2022-10-20 04:06:39",53.75156,"2022-10-19 12:10:39",1.2,1.4,1.4,1.4,1.4,1.4,1.4
"2022-10-21 07:00:00",492,69739,31.78576,"2022-10-20 10:55:09",100,"2022-10-20 20:56:57",21.61481,"2022-10-21 02:14:30",56.99943,"2022-10-20 10:56:24",0.6,0.6,0.6,0.6,0.8,0.6,0.6
"2022-10-22 07:00:00",493,69739,29.45975,"2022-10-21 11:44:06",100,"2022-10-21 07:00:03",20.86848,"2022-10-22 01:41:21",70.6136,"2022-10-21 11:39:39",1,1.4,1.4,1.4,1.8,1.4,1.4
"2022-10-23 07:00:00",494,69739,31.8987,"2022-10-22 12:28:24",100,"2022-10-22 07:00:15",21.29583,"2022-10-23 02:20:21",58.32269,"2022-10-22 12:28:24",6.400001,9.000001,9.000001,10.2,22.20001,18.6,19.4
"2022-10-24 07:00:00",495,69739,30.54034,"2022-10-23 13:05:24",100,"2022-10-23 07:00:09",21.55986,"2022-10-24 02:20:18",64.5269,"2022-10-23 14:28:51",0,0,0,0,0,2.8,2.8
"2022-10-25 07:00:00",496,69739,30.31139,"2022-10-24 12:06:45",100,"2022-10-24 21:06:12",20.55101,"2022-10-25 03:13:33",67.4741,"2022-10-24 12:21:42",0,0,0,0,0,0,0
"2022-10-26 07:00:00",497,69739,30.9799,"2022-10-25 14:24:06",100,"2022-10-25 07:00:09",21.37824,"2022-10-26 04:22:24",62.01316,"2022-10-25 15:35:03",0,0,0,0,0,0,0
"2022-10-27 07:00:00",498,69739,32.20547,"2022-10-26 12:28:15",100,"2022-10-26 07:00:12",21.00278,"2022-10-27 05:10:39",57.59772,"2022-10-26 12:50:51",0,0,0,0,0,0,0
"2022-10-28 07:00:00",499,69739,32.52142,"2022-10-27 12:39:30",100,"2022-10-27 07:00:09",20.17861,"2022-10-28 05:22:45",51.19661,"2022-10-27 12:35:15",0,0,0,0,0,0,0
"2022-10-29 07:00:00",500,69739,31.67892,"2022-10-28 13:26:42",100,"2022-10-28 23:05:09",20.51896,"2022-10-29 05:45:27",52.54277,"2022-10-28 11:00:39",0,0,0,0,0,0,0
"2022-10-30 07:00:00",501,69739,32.23296,"2022-10-29 13:13:48",100,"2022-10-30 01:05:51",19.9161,"2022-10-30 05:43:03",52.89075,"2022-10-29 12:48:15",0,0,0,0,0,0,0
"2022-10-31 07:00:00",502,69739,30.64108,"2022-10-30 13:42:24",100,"2022-10-30 23:27:18",18.97134,"2022-10-31 04:41:24",46.57817,"2022-10-30 13:51:15",0,0,0,0,0,0,0
"2022-11-01 07:00:00",503,69739,31.12643,"2022-10-31 13:45:00",100,"2022-10-31 07:00:30",20.99516,"2022-10-31 07:00:03",53.88435,"2022-10-31 13:45:18",0,0,0,0,0,0,0
"2022-11-02 07:00:00",504,69739,31.64993,"2022-11-01 11:13:36",100,"2022-11-02 01:46:54",21.03025,"2022-11-02 05:52:42",54.92373,"2022-11-01 13:10:06",0,0,0,0,0,0,0
"2022-11-03 07:00:00",505,69739,33.27691,"2022-11-02 11:51:54",100,"2022-11-02 18:57:24",20.51133,"2022-11-03 02:43:18",52.07878,"2022-11-02 11:52:57",1.6,2.2,2.8,3,3.600001,3.2,3.6
"2022-11-04 07:00:00",506,69739,25.54644,"2022-11-03 10:06:57",100,"2022-11-03 07:00:12",21.52018,"2022-11-03 23:55:24",91.44237,"2022-11-03 10:17:33",2.8,4.8,6.2,9.599998,29.00004,14.6,22.6
"2022-11-05 07:00:00",507,69739,25.91427,"2022-11-04 13:48:00",100,"2022-11-04 19:10:12",22.11085,"2022-11-05 05:36:27",85.69908,"2022-11-04 13:41:21",0,0,0,0,0,0,0
"2022-11-06 07:00:00",508,69739,29.997,"2022-11-05 12:04:18",100,"2022-11-05 23:37:18",21.79644,"2022-11-06 04:12:33",63.31964,"2022-11-05 14:35:06",0.4,0.4,0.6,0.8,2.6,1.6,2.2
"2022-11-07 07:00:00",509,69739,26.98265,"2022-11-06 11:19:33",100,"2022-11-06 07:00:06",21.4805,"2022-11-07 04:41:18",78.36086,"2022-11-06 10:57:45",0.4,0.8,0.8,0.8,5.199999,1.4,2.4
"2022-11-08 07:00:00",510,69739,25.7479,"2022-11-07 14:41:33",100,"2022-11-07 07:00:24",20.44723,"2022-11-08 03:57:21",78.90115,"2022-11-07 15:29:21",0.4,0.6,1,1,1.2,1.2,1.2
"2022-11-09 07:00:00",511,69739,31.17831,"2022-11-08 12:54:54",100,"2022-11-08 07:00:27",20.79522,"2022-11-09 03:34:24",57.26194,"2022-11-08 12:54:27",0,0,0,0,0,0,0
"2022-11-10 07:00:00",512,69739,29.02935,"2022-11-09 12:00:45",100,"2022-11-09 07:00:39",19.0965,"2022-11-10 04:27:06",67.89229,"2022-11-09 12:04:30",0.2,0.4,0.4,0.6,1.2,0.6,1
"2022-11-11 07:00:00",513,69739,30.21982,"2022-11-10 11:44:42",100,"2022-11-10 07:00:54",20.66396,"2022-11-10 07:00:33",61.88343,"2022-11-10 13:23:12",0,0,0,0,0,0,0
"2022-11-12 07:00:00",514,69739,30.96464,"2022-11-11 13:29:57",100,"2022-11-11 22:43:45",20.86237,"2022-11-12 05:59:27",60.89442,"2022-11-11 13:25:30",0,0,0,0,0,0,0
"2022-11-13 07:00:00",515,69739,31.2882,"2022-11-12 12:59:45",100,"2022-11-12 07:00:57",21.8758,"2022-11-13 02:54:00",56.27293,"2022-11-12 13:57:42",0,0,0,0,0,0,0
"2022-11-14 07:00:00",516,69739,29.32849,"2022-11-13 11:32:39",100,"2022-11-13 18:05:15",20.46402,"2022-11-14 04:18:42",70.16793,"2022-11-13 11:26:06",4,5,6,6.6,16.39999,7.400001,7.8
"2022-11-15 07:00:00",517,69739,26.10505,"2022-11-14 09:11:36",100,"2022-11-14 07:00:12",21.31872,"2022-11-14 07:08:12",82.77477,"2022-11-14 09:15:51",2.6,3.8,4.4,4.8,19.2,5.4,9.999999
"2022-11-16 07:00:00",518,69739,28.78515,"2022-11-15 09:43:33",100,"2022-11-15 07:00:33",21.67434,"2022-11-16 04:42:15",72.51684,"2022-11-15 09:33:27",1.6,2.6,3.200001,4.400001,5.799999,4.8,4.8
"2022-11-17 07:00:00",519,69739,29.23692,"2022-11-16 12:58:51",100,"2022-11-16 07:00:33",21.3172,"2022-11-17 04:52:21",69.58795,"2022-11-16 13:10:45",2.8,2.8,3.2,3.2,7.999997,3.2,5
"2022-11-18 07:00:00",520,69739,29.84132,"2022-11-17 14:24:51",100,"2022-11-17 07:00:12",21.03942,"2022-11-18 04:57:09",69.43991,"2022-11-17 14:24:57",2,2.2,2.2,2.2,5,2.2,2.2
"2022-11-19 07:00:00",521,69739,30.81049,"2022-11-18 12:30:15",100,"2022-11-18 07:00:15",21.89717,"2022-11-19 03:42:42",64.36207,"2022-11-18 12:41:57",0,0,0,0,0,0,0
"2022-11-20 07:00:00",522,69739,25.76622,"2022-11-19 11:22:30",100,"2022-11-19 17:09:30",21.20883,"2022-11-20 02:30:18",87.28638,"2022-11-19 09:05:00",5.4,8.4,10.8,16.2,52.00013,25,32.6
"2022-11-21 07:00:00",523,69739,25.65328,"2022-11-20 14:17:39",100,"2022-11-20 07:00:06",21.34161,"2022-11-21 03:56:21",83.86605,"2022-11-20 13:32:00",1,1,1.2,1.8,5.599999,2.8,2.8
"2022-11-22 07:00:00",524,69739,26.19357,"2022-11-21 09:43:36",100,"2022-11-21 07:00:03",20.68686,"2022-11-22 03:53:54",84.03088,"2022-11-21 10:51:57",1.4,1.4,2.2,2.6,3.800001,2.6,3.4
"2022-11-23 07:00:00",525,69739,26.01042,"2022-11-22 14:11:24",100,"2022-11-22 07:00:18",19.59406,"2022-11-23 05:31:00",79.81995,"2022-11-22 14:12:09",0.4,0.6,0.8,1,1.4,1.2,1.2
"2022-11-24 07:00:00",526,69739,30.65023,"2022-11-23 12:43:18",100,"2022-11-23 07:03:03",20.97989,"2022-11-23 07:03:15",58.42342,"2022-11-23 12:26:09",0,0,0,0,0,0,0
"2022-11-25 07:00:00",527,69739,29.52081,"2022-11-24 13:13:24",100,"2022-11-24 07:00:06",20.92953,"2022-11-25 04:11:33",66.51866,"2022-11-24 13:13:03",0,0,0,0,0,0,0
"2022-11-26 07:00:00",528,69739,31.63619,"2022-11-25 13:30:24",100,"2022-11-25 07:00:27",22.01774,"2022-11-25 23:06:51",58.42342,"2022-11-25 13:27:21",1.6,2.4,2.6,3.400001,6.199998,4.6,5
"2022-11-27 07:00:00",529,69739,28.61115,"2022-11-26 14:21:15",100,"2022-11-26 07:02:12",22.07879,"2022-11-27 04:52:15",74.63069,"2022-11-26 13:50:12",0.2,0.2,0.2,0.2,0.2,0.2,0.2
"2022-11-28 07:00:00",530,69739,30.48234,"2022-11-27 14:06:24",100,"2022-11-28 01:25:24",21.92311,"2022-11-28 00:24:45",65.01073,"2022-11-27 14:05:36",0.6,0.8,1,1.4,5.199999,2.4,4.2
"2022-11-29 07:00:00",531,69739,27.93044,"2022-11-28 13:37:30",100,"2022-11-28 07:00:12",21.02874,"2022-11-29 00:24:12",74.00036,"2022-11-28 13:34:45",0.4,0.6,0.6,1.2,2.2,1.8,2.2
"2022-11-30 07:00:00",532,69739,30.56322,"2022-11-29 11:01:03",100,"2022-11-29 19:46:12",20.89442,"2022-11-30 02:37:09",61.94296,"2022-11-29 10:47:42",3.4,4,5.6,7.2,8.199997,7.6,7.8
"2022-12-01 07:00:00",533,69739,25.61054,"2022-11-30 11:25:00",100,"2022-11-30 07:00:18",20.67464,"2022-12-01 04:33:06",83.59438,"2022-11-30 11:21:09",0.8,1.2,1.6,2.6,10.2,3.6,4.6
"2022-12-02 07:00:00",534,69739,29.05987,"2022-12-01 14:19:30",100,"2022-12-01 22:20:03",19.43074,"2022-12-02 01:53:39",65.96769,"2022-12-01 14:11:51",0.6,0.8,1.2,1.2,1.2,1.8,1.8
"2022-12-03 07:00:00",535,69739,29.88863,"2022-12-02 12:41:39",100,"2022-12-02 18:44:48",20.85779,"2022-12-03 02:44:54",59.44143,"2022-12-02 13:35:18",2.2,2.2,2.2,2.4,10.2,2.4,3
"2022-12-04 07:00:00",536,69739,28.45395,"2022-12-03 15:12:24",100,"2022-12-03 07:00:06",20.53117,"2022-12-04 01:46:00",70.14962,"2022-12-03 14:44:12",5.6,9.000001,10.8,15.2,52.40012,18.8,21
"2022-12-05 07:00:00",537,69739,29.08735,"2022-12-04 12:51:12",100,"2022-12-04 07:00:09",19.41701,"2022-12-05 03:46:54",63.08154,"2022-12-04 12:48:27",0.6,1,1,1.4,2.4,1.4,5.2
"2022-12-06 07:00:00",538,69739,28.33949,"2022-12-05 14:34:27",100,"2022-12-05 07:00:03",19.78941,"2022-12-05 22:46:06",69.60628,"2022-12-05 13:47:21",0.6,0.6,0.6,0.6,0.6,0.6,0.6
"2022-12-07 07:00:00",539,69739,29.24302,"2022-12-06 13:19:57",100,"2022-12-06 07:00:12",19.24454,"2022-12-07 04:40:00",59.11787,"2022-12-06 13:07:21",1,1,1,1,1.4,1.4,1.4
"2022-12-08 07:00:00",540,69739,29.15145,"2022-12-07 12:46:03",100,"2022-12-07 07:00:51",20.10992,"2022-12-08 02:51:48",59.68563,"2022-12-07 11:41:06",0.6,0.8,0.8,1,2.2,1,1.4
"2022-12-09 07:00:00",541,69739,28.27081,"2022-12-08 14:05:12",100,"2022-12-08 20:01:24",20.27781,"2022-12-09 01:26:51",65.30682,"2022-12-08 13:20:18",2.4,3,3.2,3.2,4.4,3.2,3.6
"2022-12-10 07:00:00",542,69739,29.46281,"2022-12-09 11:12:21",100,"2022-12-09 07:00:09",19.7711,"2022-12-10 05:00:33",62.4283,"2022-12-09 11:24:30",0.4,0.4,0.4,0.4,0.4,0.4,0.4
"2022-12-11 07:00:00",543,69739,29.62307,"2022-12-10 12:51:57",100,"2022-12-10 07:00:06",19.37275,"2022-12-11 04:25:21",58.96524,"2022-12-10 12:51:42",2.4,2.8,2.8,3,4,4,4
"2022-12-12 07:00:00",544,69739,29.45364,"2022-12-11 12:14:03",100,"2022-12-11 07:00:12",18.10901,"2022-12-12 05:48:45",58.44021,"2022-12-11 12:14:03",0,0,0,0,0,0,0
"2022-12-13 07:00:00",545,69739,29.89016,"2022-12-12 12:42:09",100,"2022-12-12 07:00:06",18.99424,"2022-12-12 07:00:39",56.08368,"2022-12-12 12:35:33",0,0,0,0,0,0,0
"2022-12-14 07:00:00",546,69739,30.49608,"2022-12-13 12:44:36",100,"2022-12-13 07:00:24",17.82971,"2022-12-14 04:34:30",51.76132,"2022-12-13 12:44:00",0,0,0,0,0,0,0
"2022-12-15 07:00:00",547,69739,30.6777,"2022-12-14 12:49:33",100,"2022-12-14 07:00:09",19.34985,"2022-12-14 07:00:12",56.62855,"2022-12-14 12:49:42",1,1.4,1.6,1.6,2,1.6,1.6
"2022-12-16 07:00:00",548,69739,30.01836,"2022-12-15 12:13:03",100,"2022-12-15 07:00:27",21.15541,"2022-12-15 07:02:15",63.20059,"2022-12-15 12:14:06",0.8,1,1.4,2.2,4.6,2.4,3.6
"2022-12-17 07:00:00",549,69739,29.86574,"2022-12-16 11:38:48",100,"2022-12-16 20:39:42",20.74485,"2022-12-17 01:23:03",68.40969,"2022-12-16 11:42:06",2.6,2.8,2.8,3,8.199997,3,4.8
"2022-12-18 07:00:00",550,69739,29.46281,"2022-12-17 12:32:42",100,"2022-12-17 07:00:09",21.67281,"2022-12-18 06:03:30",70.61818,"2022-12-17 12:02:57",0.8,1,1.4,1.8,4,1.8,2
"2022-12-19 07:00:00",551,69739,28.49974,"2022-12-18 14:08:33",100,"2022-12-18 23:25:48",18.87672,"2022-12-19 02:53:45",66.57666,"2022-12-18 12:54:18",0.2,0.2,0.2,0.2,0.2,0.2,0.2
"2022-12-20 07:00:00",552,69739,29.24302,"2022-12-19 13:47:51",100,"2022-12-19 07:00:06",19.43532,"2022-12-20 06:05:18",58.06323,"2022-12-19 15:47:09",0,0,0,0,0,0.2,0.2
"2022-12-21 07:00:00",553,69739,30.10994,"2022-12-20 12:13:36",100,"2022-12-20 07:00:12",20.48386,"2022-12-21 06:02:27",58.40663,"2022-12-20 12:10:18",0.4,0.6,0.6,0.8,1.6,1,1
"2022-12-22 07:00:00",554,69739,28.87825,"2022-12-21 13:31:57",100,"2022-12-21 07:00:21",18.80193,"2022-12-22 01:53:30",66.51103,"2022-12-21 13:29:54",1.6,2.8,4,4.6,6.399999,5.6,5.8
"2022-12-23 07:00:00",555,69739,29.14687,"2022-12-22 12:15:21",100,"2022-12-22 07:00:12",20.0153,"2022-12-22 07:01:24",64.66274,"2022-12-22 12:05:15",2,2.6,2.6,3.600001,20.8,5,6.6
"2022-12-24 07:00:00",556,69739,27.46342,"2022-12-23 16:03:24",100,"2022-12-23 07:00:36",20.29308,"2022-12-24 01:53:54",78.81568,"2022-12-23 16:24:39",2.2,2.6,3.6,5.2,22.80001,8.8,12
"2022-12-25 07:00:00",557,69739,28.9103,"2022-12-24 12:01:18",100,"2022-12-24 07:00:27",20.3175,"2022-12-25 02:10:33",64.51622,"2022-12-24 15:56:00",1,1.4,1.4,1.4,3.600001,1.4,1.4
"2022-12-26 07:00:00",558,69739,30.21067,"2022-12-25 13:22:15",100,"2022-12-25 22:30:42",19.37122,"2022-12-26 01:28:51",50.09619,"2022-12-25 14:44:33",0,0,0,0,0,0,0
"2022-12-27 07:00:00",559,69739,29.62611,"2022-12-26 13:05:57",100,"2022-12-26 07:00:12",19.43991,"2022-12-27 04:16:30",61.74912,"2022-12-26 13:39:24",2.4,3,3.2,3.2,4.2,3.2,3.2
"2022-12-28 07:00:00",560,69739,29.36971,"2022-12-27 12:53:51",100,"2022-12-27 07:00:21",20.2885,"2022-12-28 05:56:54",66.18747,"2022-12-27 12:54:00",0.2,0.2,0.2,0.2,0.4,1,1.2
"2022-12-29 07:00:00",561,69739,30.18166,"2022-12-28 14:13:33",100,"2022-12-28 07:00:15",19.85046,"2022-12-29 03:54:36",57.97775,"2022-12-28 11:23:15",0,0,0,0,0,0,0
"2022-12-30 07:00:00",562,69739,28.90878,"2022-12-29 11:54:45",100,"2022-12-29 07:00:42",20.86848,"2022-12-30 06:15:21",65.83337,"2022-12-29 11:58:00",0.6,0.6,0.6,0.6,0.6,0.6,0.6
"2022-12-31 07:00:00",563,69739,29.67953,"2022-12-30 13:42:54",100,"2022-12-30 07:01:42",19.00797,"2022-12-31 01:13:45",64.23386,"2022-12-30 13:42:57",0.4,0.4,0.4,0.4,0.6,0.4,0.4
"2023-01-01 07:00:00",564,69739,31.51104,"2022-12-31 13:52:27",100,"2022-12-31 07:00:03",21.1661,"2022-12-31 07:01:15",54.51316,"2022-12-31 13:23:12",2.4,3.2,3.6,4.400001,10.2,5.6,7.4
"2023-01-02 07:00:00",565,69739,29.03393,"2023-01-01 14:29:42",100,"2023-01-01 07:17:36",21.15999,"2023-01-02 06:57:21",68.69662,"2023-01-01 14:27:12",5.2,8.200001,11,17,45.80009,24,31.2
"2023-01-03 07:00:00",566,69739,28.52111,"2023-01-02 10:42:03",100,"2023-01-02 07:00:15",18.82025,"2023-01-03 06:10:09",72.02233,"2023-01-02 11:07:09",4.6,6.6,7.2,10,18.8,12.8,25.4
"2023-01-04 07:00:00",567,69739,30.50218,"2023-01-03 13:49:30",100,"2023-01-03 07:00:39",19.6841,"2023-01-03 07:01:06",57.07268,"2023-01-03 12:38:03",0.8,0.8,0.8,1.4,1.4,1.4,1.4
"2023-01-05 07:00:00",568,69739,30.00311,"2023-01-04 11:56:15",100,"2023-01-04 23:06:36",19.32238,"2023-01-05 06:04:12",61.35229,"2023-01-04 11:59:57",2,2.4,2.4,2.4,4.4,2.6,2.6
"2023-01-06 07:00:00",569,69739,27.29858,"2023-01-05 10:56:51",100,"2023-01-05 07:00:12",19.58948,"2023-01-06 06:00:21",66.80713,"2023-01-05 13:15:57",2,2.2,2.2,2.2,4.8,2.2,2.2
"2023-01-07 07:00:00",570,69739,29.14381,"2023-01-06 15:42:45",100,"2023-01-06 07:00:03",19.86726,"2023-01-07 05:42:09",62.66182,"2023-01-06 15:04:42",0.4,0.4,0.4,0.6,1,0.6,0.8
"2023-01-08 07:00:00",571,69739,29.99547,"2023-01-07 14:08:24",100,"2023-01-07 07:00:21",19.4048,"2023-01-08 02:58:36",59.96036,"2023-01-07 14:09:24",0.4,0.4,0.4,0.6,1,0.8,0.8
"2023-01-09 07:00:00",572,69739,27.74883,"2023-01-08 10:53:54",100,"2023-01-08 07:00:03",20.54033,"2023-01-08 07:02:03",69.91763,"2023-01-08 10:50:51",1.4,2,2.6,3.6,10.99999,5.400001,7.2
"2023-01-10 07:00:00",573,69739,26.35077,"2023-01-09 14:59:57",100,"2023-01-09 07:01:00",18.81109,"2023-01-10 06:12:45",74.71464,"2023-01-09 14:56:00",1,1.2,1.4,2.4,5.199999,3.4,3.8
"2023-01-11 07:00:00",574,69739,29.82911,"2023-01-10 12:17:39",100,"2023-01-10 07:00:51",18.4921,"2023-01-11 04:43:48",59.42617,"2023-01-10 12:41:30",0.2,0.2,0.2,0.2,0.2,0.2,0.2
"2023-01-12 07:00:00",575,69739,29.51623,"2023-01-11 14:01:27",100,"2023-01-11 07:00:09",19.5559,"2023-01-12 01:31:06",61.04705,"2023-01-11 14:00:00",1.8,2.4,2.4,2.4,3,2.4,2.6
"2023-01-13 07:00:00",576,69739,29.42312,"2023-01-12 14:12:09",100,"2023-01-12 07:00:12",20.22592,"2023-01-12 07:00:39",64.06139,"2023-01-12 14:47:33",5.2,6,6.2,6.2,11.19999,6.200001,6.600001
"2023-01-14 07:00:00",577,69739,27.86635,"2023-01-13 13:57:39",100,"2023-01-13 19:56:36",19.591,"2023-01-14 00:29:54",70.4915,"2023-01-13 14:00:27",9.6,10.8,11,11,24.60002,14.4,18.6
"2023-01-15 07:00:00",578,69739,23.8462,"2023-01-14 15:21:42",100,"2023-01-14 07:00:21",18.90266,"2023-01-15 03:14:09",85.3923,"2023-01-14 12:22:27",0.6,0.8,1,1.2,3.600001,1.2,1.4
"2023-01-16 07:00:00",579,69739,23.09834,"2023-01-15 09:38:39",100,"2023-01-15 19:39:00",19.16823,"2023-01-16 02:42:33",81.19969,"2023-01-15 09:39:51",0.6,1,1.4,1.6,8.199997,1.8,2.2
"2023-01-17 07:00:00",580,69739,24.56354,"2023-01-16 16:08:12",100,"2023-01-16 07:00:12",19.61848,"2023-01-16 07:03:57",81.35232,"2023-01-16 16:08:54",0.8,1,1.2,2,5.399999,2.8,3
"2023-01-18 07:00:00",581,69739,26.80713,"2023-01-17 11:33:42",100,"2023-01-17 07:01:00",20.22897,"2023-01-18 01:24:27",75.27782,"2023-01-17 11:34:03",0.4,0.8,1,1.8,5,2,2
"2023-01-19 07:00:00",582,69739,28.63711,"2023-01-18 13:10:45",100,"2023-01-18 23:20:27",18.95913,"2023-01-19 03:40:24",62.17648,"2023-01-18 13:54:24",0.2,0.2,0.2,0.2,0.2,0.4,1
"2023-01-20 07:00:00",583,69739,30.97532,"2023-01-19 13:22:39",100,"2023-01-19 07:00:09",19.78941,"2023-01-20 05:52:54",50.23355,"2023-01-19 14:50:45",0,0,0,0,0,0,0
"2023-01-21 07:00:00",584,69739,29.07056,"2023-01-20 11:34:39",100,"2023-01-20 07:00:45",19.76957,"2023-01-21 03:44:36",67.20396,"2023-01-20 11:34:57",5.6,6.800001,7,7.2,12.19999,7.2,7.2
"2023-01-22 07:00:00",585,69739,29.59559,"2023-01-21 14:35:30",100,"2023-01-21 07:00:24",19.72684,"2023-01-22 00:11:03",52.62977,"2023-01-21 13:45:30",1.2,1.8,2.2,3.600001,6.599998,4,4.400001
"2023-01-23 07:00:00",586,69739,30.13436,"2023-01-22 13:43:15",100,"2023-01-22 07:00:30",20.53727,"2023-01-22 07:00:27",60.82421,"2023-01-22 13:37:39",0.2,0.2,0.2,0.2,0.4,0.2,0.2
"2023-01-24 07:00:00",587,69739,30.18625,"2023-01-23 14:29:45",100,"2023-01-23 07:00:42",19.52079,"2023-01-24 05:52:39",62.35963,"2023-01-23 14:29:51",1.2,1.4,1.6,1.6,3.2,1.6,1.6
"2023-01-25 07:00:00",588,69739,30.08246,"2023-01-24 12:54:30",100,"2023-01-24 07:00:03",20.52659,"2023-01-24 07:02:15",62.98692,"2023-01-24 13:51:06",1,1.4,1.6,1.8,2.8,1.8,2.6
"2023-01-26 07:00:00",589,69739,25.73722,"2023-01-25 11:22:48",100,"2023-01-25 07:00:36",20.54338,"2023-01-26 05:58:30",86.51105,"2023-01-25 10:38:21",2,2.2,2.6,3.4,10.2,5.8,7.800001
"2023-01-27 07:00:00",590,69739,28.94998,"2023-01-26 14:41:33",100,"2023-01-26 07:00:03",20.53117,"2023-01-27 03:02:39",58.53178,"2023-01-26 14:29:18",1.8,3,4.2,6.6,25.00002,6,11.2
"2023-01-28 07:00:00",591,69739,28.70731,"2023-01-27 13:34:27",100,"2023-01-27 07:00:18",20.1725,"2023-01-28 04:17:00",60.65632,"2023-01-27 13:28:15",2.2,2.6,3,6.8,17.79999,7.600001,12.6
"2023-01-29 07:00:00",592,69739,29.56049,"2023-01-28 13:55:12",100,"2023-01-28 07:02:18",19.51774,"2023-01-29 03:24:39",46.88342,"2023-01-28 14:25:36",0.2,0.2,0.2,0.2,0.4,0.2,0.4
"2023-01-30 07:00:00",593,69739,25.07788,"2023-01-29 12:00:03",100,"2023-01-30 00:23:18",18.94693,"2023-01-30 03:39:00",79.0202,"2023-01-29 10:33:45",1.2,2,2.6,3.6,8.199998,4.4,4.8
"2023-01-31 07:00:00",594,69739,28.88894,"2023-01-30 10:49:18",100,"2023-01-30 23:18:33",19.87489,"2023-01-31 05:55:42",58.18227,"2023-01-30 11:01:03",0.2,0.2,0.2,0.2,0.2,0.2,0.2
"2023-02-01 07:00:00",595,69739,31.41793,"2023-01-31 13:20:15",100,"2023-02-01 03:20:06",20.13588,"2023-02-01 05:23:06",51.01346,"2023-01-31 15:23:51",2.4,3.6,3.6,3.6,3.800001,3.6,3.6
"2023-02-02 07:00:00",596,69739,29.20335,"2023-02-01 15:24:06",100,"2023-02-02 01:21:45",20.00767,"2023-02-02 06:06:27",59.88557,"2023-02-01 15:46:03",2.2,2.2,2.2,2.2,8.599997,3,3.800001
"2023-02-03 07:00:00",597,69739,29.65206,"2023-02-02 11:25:09",100,"2023-02-02 07:01:03",19.45517,"2023-02-03 04:59:57",60.73264,"2023-02-02 11:27:39",0.8,1,1,1,1.4,1,1
"2023-02-04 07:00:00",598,69739,29.66122,"2023-02-03 12:52:36",100,"2023-02-03 07:00:06",20.39991,"2023-02-04 06:17:57",60.63648,"2023-02-03 13:36:57",4,4.6,5,5,16.79999,5.400001,10.2
"2023-02-05 07:00:00",599,69739,29.15603,"2023-02-04 14:01:24",100,"2023-02-05 04:07:48",18.72562,"2023-02-05 05:45:06",59.07818,"2023-02-04 15:14:24",2,2.8,3.2,3.6,4,3.8,3.8
"2023-02-06 07:00:00",600,69739,26.49883,"2023-02-05 13:06:12",100,"2023-02-05 21:20:27",20.04583,"2023-02-05 07:00:36",70.93105,"2023-02-05 13:05:54",1.8,2,2.6,3.400001,11.79999,4.2,5
"2023-02-07 07:00:00",601,69739,26.78881,"2023-02-06 13:14:30",100,"2023-02-06 07:00:06",20.86695,"2023-02-06 07:02:45",78.34254,"2023-02-06 13:12:51",1.2,1.8,2,2.4,15.79999,4,5.600001
"2023-02-08 07:00:00",602,69739,29.39413,"2023-02-07 14:10:27",100,"2023-02-07 07:09:00",21.34314,"2023-02-08 06:15:57",64.49027,"2023-02-07 14:42:15",1,1.2,1.2,1.2,4.8,1.2,2.2
"2023-02-09 07:00:00",603,69739,30.20761,"2023-02-08 12:54:12",99.56509,"2023-02-09 03:57:00",21.3004,"2023-02-09 00:40:00",59.60016,"2023-02-08 12:54:57",0.2,0.2,0.2,0.2,0.4,0.2,0.2
